Name,ReleaseDate,Label,Album,pop1,pop2,pop3,pop4,nonBandMemberWriters,lyricalComplexity,musicalComplexity,totalComplexity,Artist
Radar,2009-06-22,NA,Circus (Deluxe Version),-0.6836622290929081,-0.7113931333079156,-1.132440863322086,-1.192642182072697,5,0.16884660179530372,0,0.16884660179530372,Britney Spears
Radar,2009-06-22,NA,Blackout,-0.6836622290929081,-0.7113931333079156,-1.132440863322086,-1.192642182072697,5,0.16884660179530372,0,0.16884660179530372,Britney Spears
Radar,2009-06-22,NA,Blackout,-0.6836622290929081,-0.7113931333079156,-1.132440863322086,-1.192642182072697,5,0.16356021357560568,0,0.16356021357560568,Britney Spears
Radar,2009-06-22,NA,Circus (Deluxe Version),-0.6836622290929081,-0.7113931333079156,-1.132440863322086,-1.192642182072697,5,0.16356021357560568,0,0.16356021357560568,Britney Spears
Scream & Shout,2012-11-20,NA,NA,3.2846174399230734,2.3005705028499612,0.7882803407917605,1.1155510586555122,4,-2.1072903063329322,0,-2.1072903063329322,Britney Spears
Shattered Glass,2009-11-28,NA,Circus (Deluxe Version),-0.6900230316263818,-0.7307349059452167,-0.3076332799065435,0.10783622413157355,3,0.8893416156266596,0,0.8893416156266596,Britney Spears
Slumber Party,2016-11-15,NA,NA,-0.6903579289812504,-0.7335139003725702,-0.9968968746719741,-0.6110571859897338,4,1.5972872242543834,0,1.5972872242543834,Britney Spears
Stronger,2000-11-13,Jive,Oops!... i Did it Again,-0.1284874627077969,-0.18423357607996002,0.707127864225199,0.7175731907031143,2,-1.4032761284836868,0,-1.4032761284836868,Britney Spears
Toxic,2004-01-13,Jive,In the Zone,0.7727785198606004,0.46910536195331565,0.7280723013135645,0.9826697343187174,4,0.24604598387794435,0,0.24604598387794435,Britney Spears
Womanizer,2008-10-03,NA,Circus (Deluxe Version),2.468765565175882,2.7179913888288767,0.8075338861403724,0.9979032201935432,2,-0.28545521044174077,0,-0.28545521044174077,Britney Spears
4 your Eyez Only,2016-12-09,NA,4 your Eyez Only,-0.42051103483496477,-0.44629430619747423,0.43678394740306614,1.2475299025496887,0,1.27227127007754,0,1.27227127007754,J Cole
Album of the Year,2018-08-07,NA,NA,-0.42507516966093944,-0.5031486719673279,-2.888159847337189,-2.019947384434133,3,2.0900659217092348,0,2.0900659217092348,J Cole
Apparently,2014-12-09,NA,2014 Forest Hills Drive,-0.044081627266691036,0.017767544441080144,-0.6115698543681917,-1.1573487345664752,0,-1.0582394270982474,0,-1.0582394270982474,J Cole
Atm,2018-04-20,NA,Kod,-0.35041728540466327,0.050711790612141275,1.0009148819736575,0.12072411974249703,2,0.16416090168072592,0,0.16416090168072592,J Cole
Brackets,2018-04-20,NA,Kod,-0.42073924157626347,-0.449137024485967,0.40832686795782924,1.2195646596820362,4,0.12333315000729042,0,0.12333315000729042,J Cole
Can't Get Enough,2011-09-01,Columbia,Cole World: The Sideline Story,0.2505712959593185,0.2607605151459974,-0.34601098990417006,-0.09152285160594016,1,-0.6723666951264599,0,-0.6723666951264599,J Cole
Change,2016-12-09,NA,4 your Eyez Only,-0.4131188646607095,-0.38400892958385674,0.6511727290324919,-0.030845342784007523,0,1.2350566267316418,0,1.2350566267316418,J Cole
Crooked Smile,2013-06-04,Columbia,Born Sinner,0.6698609579106637,0.6323440293874303,0.4925328086928565,0.6526188601595142,1,-0.839387906454722,0,-0.839387906454722,J Cole
Deja Vu,2016-12-09,NA,4 your Eyez Only,0.26063528910402695,0.6664463401089542,0.9793766923268528,-0.1675779635064481,0,-0.6049349933814957,0,-0.6049349933814957,J Cole
Everybody Dies,2016-12-02,NA,NA,-0.4238740815488409,-0.4881869967647348,-0.5648362971871804,0.26322111376383794,0,1.9400601666361776,0,1.9400601666361776,J Cole
False Prophets,2016-12-01,NA,NA,-0.41786907148587893,-0.4591833335628623,-0.4307422745384069,-1.3674172565318874,0,0.7308246595751863,0,0.7308246595751863,J Cole
Foldin Clothes,2016-12-09,NA,4 your Eyez Only,-0.4166874075981022,-0.4239006478432258,0.40832686795782924,-1.9166900112438054,0,-0.402925004245499,0,-0.402925004245499,J Cole
For Whom the Bell Tolls,2016-12-09,NA,4 your Eyez Only,-0.41445539451887475,-0.39745377459293657,0.5996530747750461,-0.8611239763535252,0,-1.7935357087660704,0,-1.7935357087660704,J Cole
Friends,2018-04-20,NA,NA,-0.4230411530537116,-0.47781140026554536,-0.11110694519585118,0.709108456104725,0,1.0327644389154016,0,1.0327644389154016,J Cole
Immortal,2016-12-09,NA,4 your Eyez Only,-0.3738999967267981,-0.172797466397711,0.8908722785290852,-0.8705181880726762,0,-0.10098481896366461,0,-0.10098481896366461,J Cole
Intro,2018-04-20,NA,Cole World: The Sideline Story,-0.4236112018865702,-0.4849123659656767,-0.38793620919792526,0.43706375750557547,0,0.8932709052240241,0,0.8932709052240241,J Cole
Intro,2018-04-20,NA,Cole World: The Sideline Story,-0.4236112018865702,-0.4849123659656767,-0.38793620919792526,0.43706375750557547,0,0.33931642799460054,0,0.33931642799460054,J Cole
Intro,2018-04-20,NA,Cole World: The Sideline Story,-0.4236112018865702,-0.4849123659656767,-0.38793620919792526,0.43706375750557547,0,0.5416681912809037,0,0.5416681912809037,J Cole
Intro,2018-04-20,NA,Kod,-0.4236112018865702,-0.4849123659656767,-0.38793620919792526,0.43706375750557547,0,0.8932709052240241,0,0.8932709052240241,J Cole
Intro,2018-04-20,NA,Kod,-0.4236112018865702,-0.4849123659656767,-0.38793620919792526,0.43706375750557547,0,0.33931642799460054,0,0.33931642799460054,J Cole
Intro,2018-04-20,NA,Kod,-0.4236112018865702,-0.4849123659656767,-0.38793620919792526,0.43706375750557547,0,0.5416681912809037,0,0.5416681912809037,J Cole
Intro,2018-04-20,NA,2014 Forest Hills Drive,-0.4236112018865702,-0.4849123659656767,-0.38793620919792526,0.43706375750557547,0,0.8932709052240241,0,0.8932709052240241,J Cole
Intro,2018-04-20,NA,2014 Forest Hills Drive,-0.4236112018865702,-0.4849123659656767,-0.38793620919792526,0.43706375750557547,0,0.33931642799460054,0,0.33931642799460054,J Cole
Intro,2018-04-20,NA,2014 Forest Hills Drive,-0.4236112018865702,-0.4849123659656767,-0.38793620919792526,0.43706375750557547,0,0.5416681912809037,0,0.5416681912809037,J Cole
Kevin's Heart,2018-04-20,NA,NA,-0.3613487673757018,-0.06426481439845014,0.9576083894617855,-0.1100758729142867,0,-1.3898414565581847,0,-1.3898414565581847,J Cole
Kod,2018-04-20,NA,Kod,-0.17023843595400742,0.17889276740138205,0.9133614005261929,0.08987412566653309,0,-0.5218373916901409,0,-0.5218373916901409,J Cole
Middle Child,2019-01-23,Dreamville / Roc Nation,Revenge of the Dreamers Iii,3.7195227333933127,4.83286712718008,1.0433200289658329,1.6089628549367059,0,-0.12416740209954333,0,-0.12416740209954333,J Cole
Motiv8,2018-04-20,NA,Kod,-0.4085285738270535,-0.3318648855142055,0.7983481519501497,0.5506632767699585,0,0.2821470222812953,0,0.2821470222812953,J Cole
Neighbors,2016-12-09,NA,4 your Eyez Only,-0.35419577638335153,-0.15157279444137445,0.8451353689039214,-0.005996480524258111,2,0.34479050747151657,0,0.34479050747151657,J Cole
No Role Modelz,2014-12-09,Columbia,2014 Forest Hills Drive,0.984787252505144,0.6606519832967475,0.22869573771608956,-0.003329974193746111,0,-0.6711879690674067,0,-0.6711879690674067,J Cole
Nobody's Perfect,2012-02-07,NA,Cole World: The Sideline Story,0.050418423145657955,0.08634288612143731,-0.7585682301569606,-1.5079391791550638,2,0.49565040467149296,0,0.49565040467149296,J Cole
Once an Addict,2018-04-20,NA,NA,-0.42313298462860977,-0.47895532483121994,-0.14842472404204002,0.6724356573123073,0,0.9918642650148451,0,0.9918642650148451,J Cole
Photograph,2018-04-20,NA,Kod,-0.40821232152711484,-0.3240066569657088,0.8218760550449762,0.2065669938050226,0,-1.5164387826541306,0,-1.5164387826541306,J Cole
Power Trip,2013-02-14,Columbia,Born Sinner,2.8562033099715354,1.9548328176814032,0.7014217311809156,0.7903224561860478,0,-1.1967684400481142,0,-1.1967684400481142,J Cole
The Cut Off,2018-04-20,NA,NA,-0.42026652761214467,-0.4432485366026607,0.46484904357546875,1.2751099369687384,1,-1.0844308926219441,0,-1.0844308926219441,J Cole
Ville Mentality,2016-12-08,NA,4 your Eyez Only,-0.4146727457034053,-0.40104770677229906,0.5733963484299464,-0.558585379658596,0,-0.9934257343581716,0,-0.9934257343581716,J Cole
Wet Dreamz,2014-12-09,Columbia,2014 Forest Hills Drive,0.13721620457908806,0.12718192688831448,-0.7585682301569606,-1.1650063253714393,2,-0.510988162701951,0,-0.510988162701951,J Cole
Who Dat,2010-05-31,NA,NA,-0.4252223998166161,-0.5049826837663555,-4.017564516546732,-3.129832041820934,4,0.38708632967918305,0,0.38708632967918305,J Cole
Window Pain,2018-04-20,NA,NA,-0.42251480134392927,-0.47125475946228806,0.06587001890712588,0.8830266472755334,0,-0.5357236156140623,0,-0.5357236156140623,J Cole
Work Out,2011-06-15,Roc Nation / Columbia,Cole World: The Sideline Story,3.2353890129187586,2.268532279842327,0.8451353689039214,0.7404540842638933,6,-2.3956578365003085,0,-2.3956578365003085,J Cole
...ready for It?,2017-09-03,NA,Reputation,-0.2351276760569887,-0.1204845707433377,0.696176274341565,0.3744947084367421,3,-0.09700220477279661,0,-0.09700220477279661,Taylor Swift
22,2012-10-22,"Big Machine Records, Inc.",Red (Deluxe Edition),-0.17450251118294433,-0.18222707447442782,0.3993259117270803,0.627678620104774,2,-0.08349139080035273,0,-0.08349139080035273,Taylor Swift
all Too Well,2012-10-22,Big Machine Records,Red (Deluxe Edition),-0.4509335288359017,-0.4865494836806431,-1.8204108053754662,-1.1920738941415194,1,1.0397360742999422,0,1.0397360742999422,Taylor Swift
Back to December,2010-10-25,"Big Machine Records, Inc.",Speak Now (Deluxe Edition),-0.11752847735325611,-0.08731241969552177,0.6618642416557464,0.8086086827381158,0,0.6747428155114754,0.44401177438934114,1.1187545899008167,Taylor Swift
Bad Blood,2015-05-17,"Big Machine Records, Inc.",1989 (Deluxe Edition),1.552945077920646,2.178269232844831,0.7463414121527032,0.9897992148122232,3,-0.33789971805134883,0,-0.33789971805134883,Taylor Swift
Begin Again,2012-09-25,"Big Machine Records, Inc.",Red (Deluxe Edition),-0.32429101136071625,-0.2911544290429296,0.6444366622326428,-0.563038220599035,0,-0.06081046028716261,0,-0.06081046028716261,Taylor Swift
Better than Revenge,2010-10-25,"Big Machine Records, Inc.",Speak Now (Deluxe Edition),-0.4507092603088175,-0.48391210838825244,-0.5680934988706844,0.12488870336488772,0,0.9472777366997243,0,0.9472777366997243,Taylor Swift
Blank Space,2014-10-27,"Big Machine Records, Inc.",1989 (Deluxe Edition),3.4969438057262177,4.63417702509195,0.7463414121527032,1.1987978402298045,2,0.6213055854200961,-0.4291994305983973,0.19210615482169874,Taylor Swift
Breathe,2008-11-11,NA,Fearless (Platinum Edition),-0.45097563288887915,-0.4870446231033524,-2.4849721377660123,-1.890940238926024,1,-1.999873810123277,0,-1.999873810123277,Taylor Swift
Call it What you Want,2017-11-03,Big Machine Records,Reputation,-0.44875937954145795,-0.4677256802873129,0.2505079900546437,0.1451912974772924,1,0.7395711430087114,0,0.7395711430087114,Taylor Swift
Change,2008-08-08,"Big Machine Records, Inc.",Fearless (Platinum Edition),-0.443867728455238,-0.42592591862632384,0.5910205320999952,-1.430061170427158,0,0.3917543438972733,-1.6874959197252937,-1.2957415758280204,Taylor Swift
Come in with the Rain,2008-11-11,NA,Fearless (Platinum Edition),-0.45006137345279656,-0.47629302421023506,0.1823729358034821,0.9140946178853134,1,-2.033038096829501,0,-2.033038096829501,Taylor Swift
Crazier,2009-03-24,"Big Machine Records, Inc.",NA,-0.4187193891146669,-0.4028603093080418,0.4592102310443689,-0.1467647173669758,1,-1.5089361703675075,0,-1.5089361703675075,Taylor Swift
Dear John,2010-10-25,NA,Speak Now (Deluxe Edition),-0.450681572836338,-0.483586506500303,-0.4965580403892185,0.2001168605788943,0,0.8217492901328952,0,0.8217492901328952,Taylor Swift
Delicate,2017-11-10,"Big Machine Records, Inc.",Reputation,0.5969997417583489,0.13861604932240681,0.5544233875757881,0.7274198885146983,2,-1.1106097360866425,-0.25163525911234025,-1.3622449951989828,Taylor Swift
Enchanted,2010-10-25,"Big Machine Records, Inc.",Speak Now (Deluxe Edition),-0.45089864262057744,-0.48613922530182674,-1.4698086222188556,-0.8233734382562331,0,2.333411926510835,0,2.333411926510835,Taylor Swift
End Game,2017-11-10,Big Machine Records,Reputation,-0.34865484008376535,-0.34063634365709894,0.4394894975594775,0.027064942668432627,4,0.7859626684056562,0,0.7859626684056562,Taylor Swift
Everything Has Changed,2012-10-22,Big Machine Records,Red (Deluxe Edition),-0.25705599291272413,-0.2901045958252595,0.13533312104803036,0.15504600519171452,1,-0.8692454648346222,-1.511261663135092,-2.380507127969714,Taylor Swift
Eyes Open,2012-03-16,"Big Machine Records, Inc.",NA,-0.35673528111151515,-0.289675487229338,0.41953000847703553,0.24536008720493052,0,1.7136790384229459,0,1.7136790384229459,Taylor Swift
Fearless,2008-11-11,"Big Machine Records, Inc.",Fearless (Platinum Edition),-0.38547062601683724,-0.3497495877723905,0.609018894933047,-1.826386668184399,2,-0.5486359636333166,0.7509389928347837,0.20230302920146714,Taylor Swift
Fifteen,2008-11-11,"Big Machine Records, Inc.",Fearless (Platinum Edition),-0.1612231499789007,-0.22799466806505936,0.3371841209451669,0.09386079739831553,0,-0.3965156177498817,0,-0.3965156177498817,Taylor Swift
Gorgeous,2017-10-20,Big Machine Records,Reputation,-0.4436640848860263,-0.4363749701952025,0.5358155866371479,-0.7489909059393816,2,-1.9245883644633045e-4,1.496816306476765,1.4966238476403186,Taylor Swift
Haunted,2010-10-25,Big Machine Records,Speak Now (Deluxe Edition),-0.4499379664326021,-0.47986534206659487,-0.8461651825274099,-2.342347451836401,0,-1.4068685826915066,0,-1.4068685826915066,Taylor Swift
Hey Stephen,2008-11-11,"Big Machine Records, Inc.",Fearless (Platinum Edition),-0.45101146612545573,-0.4874660183567221,-3.6160667421127015,-3.080422553375065,0,-0.14779283708716273,0,-0.14779283708716273,Taylor Swift
i Almost Do,2012-10-22,NA,Red (Deluxe Edition),-0.45081276885977944,-0.485129358523202,-0.9350618453198208,-0.2610227459395466,0,-2.0705171736876555,0,-2.0705171736876555,Taylor Swift
i Knew you Were Trouble.,2012-10-09,NA,Red (Deluxe Edition),2.3118885965975404,1.6684530635287425,0.7297887263021402,0.9711686434321992,3,-1.2427157287719561,0,-1.2427157287719561,Taylor Swift
If this Was a Movie,2010-10-25,NA,Speak Now (Deluxe Edition),-0.44569072308010393,-0.4341834849505978,0.5910205320999952,0.7901890345447535,1,0.19745603919297855,0,0.19745603919297855,Taylor Swift
Innocent,2010-09-12,NA,Speak Now (Deluxe Edition),-0.44990632360691124,-0.47446965363771815,0.2505079900546437,0.9857468401789508,0,0.5286045505819359,0,0.5286045505819359,Taylor Swift
Jump then Fall,2009-10-27,"Big Machine Records, Inc.",Fearless (Platinum Edition),-0.44384824229261793,-0.4260547909983347,0.5910205320999952,-0.16761796844173288,0,-1.4525786208539266,0,-1.4525786208539266,Taylor Swift
Last Kiss,2010-10-25,NA,Speak Now (Deluxe Edition),-0.4508671958912711,-0.4857694149321895,-1.2347301835030906,-0.5761601244572494,0,0.16815423075424074,0,0.16815423075424074,Taylor Swift
Long Live,2010-10-25,NA,Speak Now (Deluxe Edition),-0.4509643107905995,-0.48691147636783394,-2.266289991941838,-1.6609696034513157,0,1.1835935298338076,0,1.1835935298338076,Taylor Swift
Look What you Made Me Do,2017-08-25,Big Machine Records,Reputation,0.3913231923176861,1.7026314388767707,0.7463414121527032,0.7055439861501039,4,-1.322857627928781,-0.6037981409096332,-1.926655768838414,Taylor Swift
Love Story,2008-09-12,"Big Machine Records, Inc.",Fearless (Platinum Edition),3.0162050753045544,1.5617389972202873,0.696176274341565,1.1517895658933834,0,0.7314284415069704,0.9125252014182615,1.643953642925232,Taylor Swift
Me!,2019-04-26,NA,NA,-0.21110267567694255,0.21209555671806876,0.7297887263021402,0.5443634387338617,2,-2.0672130370480177,-0.7171832249664394,-2.7843962620144573,Taylor Swift
Mean,2010-10-25,"Big Machine Records, Inc.",Speak Now (Deluxe Edition),-0.24453242794474622,-0.2379128791662232,0.5728235078288023,0.3511222574035718,0,0.5723274497283232,0,0.5723274497283232,Taylor Swift
Mine,2010-08-04,"Big Machine Records, Inc.",Speak Now (Deluxe Edition),0.09058425407140444,0.3484519162735793,0.7130681604495457,1.0371790968011962,0,0.5046763206992377,0,0.5046763206992377,Taylor Swift
Never Grow Up,2010-10-25,"Big Machine Records, Inc.",Speak Now (Deluxe Edition),-0.4509584475611332,-0.4868425253797976,-2.1669446604009504,-1.5564960126156344,0,0.35421106263386914,0,0.35421106263386914,Taylor Swift
New Romantics,2015-03-03,Big Machine Records,1989 (Deluxe Edition),-0.42705228542117546,-0.43092482726225906,-0.23792580713772557,-0.32789916826057464,2,0.4754859033640759,0,0.4754859033640759,Taylor Swift
Our Song,2006-10-24,"Big Machine Records, Inc.",Taylor Swift,0.482159479814298,0.1085231166925146,0.4786978534716193,0.7568433016806775,0,-0.06784870957996682,-0.3899826675477409,-0.4578313771277077,Taylor Swift
Ours,2010-10-25,"Big Machine Records, Inc.",Speak Now (Deluxe Edition),-0.2538052584470892,-0.2593317777194341,0.5358155866371479,0.3123263178555321,0,0.6883871301605955,0,0.6883871301605955,Taylor Swift
Out of the Woods,2014-10-14,"Big Machine Records, Inc.",1989 (Deluxe Edition),-0.40728085886767185,-0.3828878250190676,0.4394894975594775,0.1690409745791995,1,0.5376856245944329,0,0.5376856245944329,Taylor Swift
Picture to Burn,2006-10-24,"Big Machine Records, Inc.",Taylor Swift,-0.28070029078551717,-0.2992153719357943,0.22810773157305883,-0.2551351320075924,1,0.7857808413356498,0,0.7857808413356498,Taylor Swift
Red,2012-10-02,"Big Machine Records, Inc.",Red (Deluxe Edition),-0.27591265682017213,-0.2578477358201079,0.6618642416557464,-0.8841889831596719,0,2.3716757478353565,0,2.3716757478353565,Taylor Swift
Ronan,2012-09-08,"Big Machine Records, Inc.",NA,-0.44651460822816924,-0.4482587016577866,0.4786978534716193,0.9934797582024697,1,1.004344740194259,0,1.004344740194259,Taylor Swift
Safe & Sound,2012-03-16,Universal Republic,NA,-0.34402043294875106,-0.33588643688665,0.1823729358034821,-0.20481850540371327,3,0.5101357936005878,0.006391594088657872,0.5165273876892457,Taylor Swift
Shake it Off,2014-08-18,"Big Machine Records, Inc.",1989 (Deluxe Edition),3.6153967799663014,3.9158819842312993,0.7463414121527032,1.1108915051359942,2,-0.8778891519800496,0,-0.8778891519800496,Taylor Swift
Should've Said No,2006-10-24,"Big Machine Records, Inc.",Taylor Swift,-0.28086669767283323,-0.3019206704114798,0.11130013480423649,-0.18725405087542213,0,-0.8543977008598866,0.1639880579845698,-0.6904096428753168,Taylor Swift
Sparks Fly,2010-10-25,"Big Machine Records, Inc.",Speak Now (Deluxe Edition),-0.29338713281879575,-0.3041566774064606,0.4592102310443689,-0.10184856157562787,0,-0.1444507141160591,0,-0.1444507141160591,Taylor Swift
Speak Now,2010-10-25,"Big Machine Records, Inc.",Speak Now (Deluxe Edition),-0.44290293841689216,-0.41449984358697084,0.6268228871982394,0.03754187735853399,0,0.8070451478291645,-0.3899826675477409,0.41706248028142356,Taylor Swift
State of Grace,2012-10-16,Big Machine Label Group,Red (Deluxe Edition),-0.44823655603583823,-0.4548333551644584,0.5358155866371479,1.2857821679125374,0,-0.10419219039934324,0,-0.10419219039934324,Taylor Swift
Stay Stay Stay,2012-10-22,NA,Red (Deluxe Edition),-0.4509967840614895,-0.48729335876311225,-3.035021239721007,-2.4693831705249654,0,0.41242716536358565,0,0.41242716536358565,Taylor Swift
Style,2014-10-27,"Big Machine Records, Inc.",1989 (Deluxe Edition),0.8997289421912635,0.49659331814407437,0.6618642416557464,0.7639435419320693,3,-1.3735365315265573,0,-1.3735365315265573,Taylor Swift
Superman,2010-10-25,NA,Speak Now (Deluxe Edition),-0.4498466890508015,-0.4737683572636731,0.2726079679207662,1.0089876307551302,0,-0.275344543216487,0,-0.275344543216487,Taylor Swift
Superstar,2008-11-11,NA,Fearless (Platinum Edition),-0.4498466890508015,-0.4737683572636731,0.2726079679207662,1.0089876307551302,1,0.30068168897659653,0,0.30068168897659653,Taylor Swift
Sweeter than Fiction,2013-10-20,NA,NA,-0.45022554387785163,-0.47822365187525306,0.08691161814004833,0.8137055358065057,1,-0.8022942499854558,0,-0.8022942499854558,Taylor Swift
The Moment i Knew,2012-10-22,NA,Red (Deluxe Edition),-0.4508027055284359,-0.48501101476008185,-0.8900144072473456,-0.21364993495403511,0,0.663240477205963,0,0.663240477205963,Taylor Swift
The Other Side of the Door,2008-11-11,NA,Fearless (Platinum Edition),-0.44874595982040566,-0.46606123337500105,0.3371841209451669,-1.0017626569715425,0,0.6132355879137413,0,0.6132355879137413,Taylor Swift
The Story of Us,2010-10-25,"Big Machine Records, Inc.",Speak Now (Deluxe Edition),-0.40786689382588837,-0.4097120743344729,-0.09472528060591627,-1.2607029019118774,0,0.6059360249160974,0,0.6059360249160974,Taylor Swift
The Way i Loved you,2008-11-11,"Big Machine Records, Inc.",Fearless (Platinum Edition),-0.45087538514369463,-0.4858657197159492,-1.2904325650241357,-0.63473789278658,1,2.0494304187820895,0,2.0494304187820895,Taylor Swift
Tim Mcgraw,2006-06-19,"Big Machine Records, Inc.",Taylor Swift,-0.2629939457868533,-0.3036250730059805,-0.06751948731041868,0.0151594200623789,1,0.18072705094206973,0,0.18072705094206973,Taylor Swift
Today Was a Fairytale,2012-02-09,"Watertower Music / Big Machine Records, Inc.",NA,-0.28384714077443346,-0.034779374932732504,0.7297887263021402,0.004082059606972241,0,-1.4778264250506052,0,-1.4778264250506052,Taylor Swift
Untouchable,2008-11-11,NA,Fearless (Platinum Edition),-0.4480400485740578,-0.4596573755314589,0.41953000847703553,0.349433265886853,3,-0.9955531420683562,0,-0.9955531420683562,Taylor Swift
We are Never Ever Getting Back Together,2012-08-13,"Big Machine Records, Inc.",Red (Deluxe Edition),1.2481777838753845,2.5222356476462724,0.7463414121527032,1.1892425263934656,2,-0.79963648556448,0,-0.79963648556448,Taylor Swift
Welcome to New York,2014-10-20,"Big Machine Records, Inc.",1989 (Deluxe Edition),-0.44937123310616556,-0.4753119715652395,-0.2988803898406423,-0.028314298300645958,1,0.5853785174655727,0,0.5853785174655727,Taylor Swift
White Horse,2008-12-07,"Big Machine Records, Inc.",Fearless (Platinum Edition),-0.1536153787487965,-0.18349262730320887,0.5358155866371479,0.6823857033317325,1,0.588736687115467,1.430608063433886,2.019344750549353,Taylor Swift
Wildest Dreams,2014-10-27,"Big Machine Records, Inc.",1989 (Deluxe Edition),0.5024067729599726,0.5095143288090633,0.6791095208809189,1.0615033997482834,2,-0.047671195749058135,-0.2955410075683354,-0.34321220331739355,Taylor Swift
Wonderland,2015-02-17,NA,1989 (Deluxe Edition),-0.4506359699404893,-0.483050221037798,-0.39475819741669,0.3071716660427152,2,-0.3122873517276769,0,-0.3122873517276769,Taylor Swift
you are in Love,2015-02-24,NA,1989 (Deluxe Edition),-0.45095244304902926,-0.48677191292217,-2.073247080816558,-1.4579617137214322,1,-0.24690389824292322,0,-0.24690389824292322,Taylor Swift
you Belong with Me,2008-11-11,"Big Machine Records, Inc.",Fearless (Platinum Edition),3.9351549789038907,1.9970521940496782,0.7297887263021402,1.0544692645296354,1,0.6554065691422193,1.9263306238865883,2.5817371930288076,Taylor Swift
you Need to Calm Down,2019-06-14,NA,NA,-0.42408456081138973,-0.2086783278746667,0.7297887263021402,1.3877752364953944,1,-0.1275306329744961,-0.85553063340184,-0.9830612663763361,Taylor Swift
You're not Sorry,2008-10-28,"Big Machine Records, Inc.",Fearless (Platinum Edition),-0.43699468653350804,-0.4090440245685272,0.5728235078288023,-0.18795522940399642,0,-0.8812257404951788,0,-0.8812257404951788,Taylor Swift
all My Life,2003-05-19,NA,One by One (Expanded Edition),0.13524824110663186,0.2049089153243024,0.6653128726951852,0.7259057647617448,0,-0.4554351892266336,0,-0.4554351892266336,Foo Fighters
Best of you,2005-05-30,Rca,In your Honor,1.7836457439716484,1.8926497437680063,1.228753583986732,1.2826262358376876,0,-1.0210355175462165,0,-1.0210355175462165,Foo Fighters
Doa,2005-09-05,Rca,In your Honor,-0.7187598491624998,-0.6823878121307534,-0.2204891876387113,0.00823963719919908,0,-0.48083908528270247,0,-0.48083908528270247,Foo Fighters
Learn to Fly,1999-09-18,Rca,There is Nothing Left to Lose,1.702071518370547,1.5678338759163262,1.2096929553650775,1.1681124697283498,0,-0.6670694305706492,0,-0.6670694305706492,Foo Fighters
Long Road to Ruin,2007-12-03,NA,"Echoes, Silence, Patience & Grace",-0.7687143429916454,-0.7934655483167056,-1.804840345412584,-1.511652218519569,0,0.69176373515027,0,0.69176373515027,Foo Fighters
Rope,2011-03-01,NA,Wasting Light,-0.7096800156698327,-0.7033990985570362,-0.2204891876387113,-1.0554380582927427,0,1.0754813156820942,0,1.0754813156820942,Foo Fighters
The Pretender,2007-08-21,Rca Records,"Echoes, Silence, Patience & Grace",0.2548143512650343,0.24523589365545415,0.8200417469552151,0.8182224825195832,0,1.0078533962660858,0,1.0078533962660858,Foo Fighters
Times Like These,2003-01-14,Rca,One by One (Expanded Edition),-0.12866972868636833,-0.1604688404205135,-0.08389588112741739,0.18133309274272985,0,-1.5924160987475997,0,-1.5924160987475997,Foo Fighters
Walk,2011-06-17,NA,Wasting Light,-0.7063586971086314,-0.7221695604251495,-1.1708238073306139,-0.9730750218619402,0,1.3719543597694182,0,1.3719543597694182,Foo Fighters
Wheels,2009-09-29,NA,NA,-0.8435972210948834,-0.848737568813931,-0.4232627498541692,-0.6442743841150408,0,0.06974251450593326,0,0.06974251450593326,Foo Fighters
